Time,q_L_arm_0,q_L_arm_1,q_L_arm_2,q_L_arm_3,q_L_arm_4,q_L_arm_5,q_L_arm_6,q_L_arm_des_0,q_L_arm_des_1,q_L_arm_des_2,q_L_arm_des_3,q_L_arm_des_4,q_L_arm_des_5,q_L_arm_des_6,q_L_hand_0,q_L_hand_1,q_L_hand_2,q_L_hand_3,q_L_hand_4,q_L_hand_5,q_L_hand_6,q_L_hand_7,q_L_hand_8,q_L_hand_9,q_L_hand_10,q_L_hand_des_0,q_L_hand_des_1,q_L_hand_des_2,q_L_hand_des_3,q_L_hand_des_4,q_L_hand_des_5,q_L_hand_des_6,q_L_hand_des_7,q_L_hand_des_8,q_L_hand_des_9,q_L_hand_des_10,q_R_arm_0,q_R_arm_1,q_R_arm_2,q_R_arm_3,q_R_arm_4,q_R_arm_5,q_R_arm_6,q_R_arm_des_0,q_R_arm_des_1,q_R_arm_des_2,q_R_arm_des_3,q_R_arm_des_4,q_R_arm_des_5,q_R_arm_des_6,q_R_hand_0,q_R_hand_1,q_R_hand_2,q_R_hand_3,q_R_hand_4,q_R_hand_5,q_R_hand_6,q_R_hand_7,q_R_hand_8,q_R_hand_9,q_R_hand_10,q_R_hand_des_0,q_R_hand_des_1,q_R_hand_des_2,q_R_hand_des_3,q_R_hand_des_4,q_R_hand_des_5,q_R_hand_des_6,q_R_hand_des_7,q_R_hand_des_8,q_R_hand_des_9,q_R_hand_des_10
4.196,-0.652428,0.469193,-0.384817,-2.04811,0.0849296,0.742811,1.0232,-0.653164,0.46928,-0.384724,-2.04808,0.0847436,0.742919,1.02404,2.80515e-05,-3.5115e-05,-1.36143e-06,1.20584e-06,2.65965e-07,1.24981e-06,3.61894e-07,1.03795e-06,2.55418e-07,8.98066e-07,2.00372e-07,0,0,0,0,0,0,0,0,0,0,0,-0.649022,-0.469226,0.385894,-2.04708,-0.0847272,-0.741447,1.02312,-0.649784,-0.46931,0.385783,-2.04706,-0.0845436,-0.74156,1.02396,-1.68525,0.301229,0.999981,-0.950376,-0.974693,-0.985681,-0.992076,-0.986744,-0.992018,-0.974359,-0.984764,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.197,-0.65312,0.469288,-0.384723,-2.04809,0.0847608,0.742914,1.02398,-0.653855,0.469373,-0.384631,-2.04805,0.0845744,0.743021,1.02482,2.8069e-05,-3.50409e-05,-1.35462e-06,1.20747e-06,2.65953e-07,1.25192e-06,3.62013e-07,1.03993e-06,2.55491e-07,9.00052e-07,2.00429e-07,0,0,0,0,0,0,0,0,0,0,0,-0.649718,-0.46932,0.385797,-2.04706,-0.0845559,-0.741551,1.0239,-0.650479,-0.469403,0.385687,-2.04704,-0.084372,-0.741663,1.02474,-1.68525,0.301206,0.999981,-0.950378,-0.974696,-0.985661,-0.992066,-0.986733,-0.992013,-0.974381,-0.984777,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.198,-0.653812,0.469381,-0.384629,-2.04807,0.0845916,0.743016,1.02476,-0.654546,0.469466,-0.384537,-2.04803,0.0844048,0.743123,1.0256,2.80862e-05,-3.49667e-05,-1.34782e-06,1.20908e-06,2.65939e-07,1.25403e-06,3.62128e-07,1.0419e-06,2.55562e-07,9.02025e-07,2.00484e-07,0,0,0,0,0,0,0,0,0,0,0,-0.650413,-0.469414,0.385701,-2.04704,-0.0843844,-0.741654,1.02468,-0.651173,-0.469496,0.385591,-2.04702,-0.0842001,-0.741765,1.02552,-1.68526,0.301182,0.999981,-0.950379,-0.974699,-0.98564,-0.992056,-0.986722,-0.992008,-0.974403,-0.98479,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.199,-0.654503,0.469474,-0.384536,-2.04804,0.084422,0.743118,1.02554,-0.655236,0.469558,-0.384444,-2.04801,0.0842348,0.743224,1.02638,2.81032e-05,-3.48925e-05,-1.34103e-06,1.21067e-06,2.65922e-07,1.25611e-06,3.62239e-07,1.04386e-06,2.5563e-07,9.03983e-07,2.00537e-07,0,0,0,0,0,0,0,0,0,0,0,-0.651107,-0.469507,0.385606,-2.04702,-0.0842126,-0.741756,1.02545,-0.651867,-0.469588,0.385496,-2.047,-0.0840279,-0.741867,1.02629,-1.68526,0.301158,0.999982,-0.95038,-0.974702,-0.985619,-0.992046,-0.986711,-0.992003,-0.974425,-0.984803,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.2,-0.655193,0.469566,-0.384443,-2.04802,0.0842521,0.743219,1.02632,-0.655925,0.469649,-0.384351,-2.04798,0.0840645,0.743325,1.02715,2.81198e-05,-3.48182e-05,-1.33425e-06,1.21225e-06,2.65904e-07,1.25817e-06,3.62348e-07,1.0458e-06,2.55696e-07,9.05929e-07,2.00588e-07,0,0,0,0,0,0,0,0,0,0,0,-0.651801,-0.469599,0.38551,-2.047,-0.0840405,-0.741858,1.02623,-0.652559,-0.469678,0.385401,-2.04698,-0.0838554,-0.741969,1.02706,-1.68526,0.301134,0.999982,-0.950382,-0.974705,-0.985598,-0.992036,-0.986701,-0.991998,-0.974446,-0.984816,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.201,-0.655882,0.469657,-0.38435,-2.048,0.0840818,0.74332,1.0271,-0.656614,0.469739,-0.384259,-2.04796,0.0838938,0.743425,1.02793,2.81361e-05,-3.47438e-05,-1.32749e-06,1.21381e-06,2.65883e-07,1.26022e-06,3.62452e-07,1.04772e-06,2.5576e-07,9.0786e-07,2.00638e-07,0,0,0,0,0,0,0,0,0,0,0,-0.652493,-0.46969,0.385415,-2.04698,-0.083868,-0.74196,1.027,-0.653251,-0.469769,0.385307,-2.04696,-0.0836826,-0.74207,1.02784,-1.68527,0.301109,0.999982,-0.950383,-0.974707,-0.985577,-0.992026,-0.98669,-0.991993,-0.974467,-0.984829,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.202,-0.65657,0.469747,-0.384258,-2.04797,0.0839112,0.74342,1.02787,-0.657301,0.469828,-0.384167,-2.04793,0.0837228,0.743525,1.0287,2.81522e-05,-3.46694e-05,-1.32073e-06,1.21536e-06,2.6586e-07,1.26225e-06,3.62554e-07,1.04963e-06,2.55822e-07,9.09778e-07,2.00685e-07,0,0,0,0,0,0,0,0,0,0,0,-0.653185,-0.46978,0.385321,-2.04696,-0.0836953,-0.742061,1.02778,-0.653942,-0.469858,0.385213,-2.04693,-0.0835095,-0.742171,1.02861,-1.68527,0.301084,0.999982,-0.950383,-0.97471,-0.985556,-0.992017,-0.986681,-0.991989,-0.974488,-0.984842,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.203,-0.657258,0.469837,-0.384166,-2.04794,0.0837402,0.74352,1.02865,-0.657988,0.469917,-0.384076,-2.0479,0.0835514,0.743625,1.02948,2.81679e-05,-3.45949e-05,-1.31398e-06,1.21689e-06,2.65835e-07,1.26427e-06,3.62652e-07,1.05153e-06,2.55881e-07,9.11683e-07,2.00731e-07,0,0,0,0,0,0,0,0,0,0,0,-0.653877,-0.469869,0.385227,-2.04694,-0.0835223,-0.742162,1.02855,-0.654633,-0.469946,0.385119,-2.04691,-0.0833361,-0.742271,1.02938,-1.68527,0.301059,0.999982,-0.950384,-0.974713,-0.985534,-0.992007,-0.986672,-0.991985,-0.974508,-0.984854,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.204,-0.657945,0.469925,-0.384074,-2.04792,0.0835688,0.74362,1.02942,-0.658674,0.470004,-0.383984,-2.04788,0.0833796,0.743724,1.03025,2.81834e-05,-3.45203e-05,-1.30724e-06,1.2184e-06,2.65807e-07,1.26627e-06,3.62747e-07,1.05341e-06,2.55938e-07,9.13573e-07,2.00775e-07,0,0,0,0,0,0,0,0,0,0,0,-0.654567,-0.469958,0.385133,-2.04691,-0.0833489,-0.742262,1.02932,-0.655322,-0.470034,0.385026,-2.04689,-0.0831623,-0.742371,1.03015,-1.68528,0.301034,0.999982,-0.950385,-0.974715,-0.985513,-0.991997,-0.986663,-0.991981,-0.974529,-0.984867,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.205,-0.658631,0.470013,-0.383983,-2.04789,0.0833971,0.743719,1.03019,-0.65936,0.470091,-0.383894,-2.04785,0.0832075,0.743823,1.03102,2.81986e-05,-3.44457e-05,-1.30051e-06,1.2199e-06,2.65778e-07,1.26825e-06,3.62838e-07,1.05528e-06,2.55993e-07,9.1545e-07,2.00818e-07,0,0,0,0,0,0,0,0,0,0,0,-0.655257,-0.470045,0.385039,-2.04689,-0.0831753,-0.742362,1.03009,-0.656011,-0.47012,0.384933,-2.04686,-0.0829883,-0.74247,1.03092,-1.68528,0.301008,0.999983,-0.950385,-0.974718,-0.985491,-0.991987,-0.986655,-0.991978,-0.974549,-0.984879,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.206,-0.659317,0.4701,-0.383892,-2.04786,0.0832251,0.743818,1.03096,-0.660044,0.470177,-0.383803,-2.04782,0.083035,0.743921,1.03179,2.82134e-05,-3.43711e-05,-1.2938e-06,1.22139e-06,2.65746e-07,1.27021e-06,3.62926e-07,1.05713e-06,2.56045e-07,9.17314e-07,2.00858e-07,0,0,0,0,0,0,0,0,0,0,0,-0.655946,-0.470132,0.384946,-2.04686,-0.0830013,-0.742461,1.03086,-0.656699,-0.470206,0.38484,-2.04684,-0.082814,-0.742569,1.03168,-1.68528,0.300983,0.999983,-0.950386,-0.97472,-0.985469,-0.991977,-0.986647,-0.991974,-0.974569,-0.984891,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.207,-0.660002,0.470186,-0.383802,-2.04784,0.0830526,0.743916,1.03173,-0.660728,0.470262,-0.383713,-2.04779,0.0828622,0.744019,1.03256,2.8228e-05,-3.42964e-05,-1.28709e-06,1.22286e-06,2.65712e-07,1.27215e-06,3.63011e-07,1.05896e-06,2.56095e-07,9.19163e-07,2.00897e-07,0,0,0,0,0,0,0,0,0,0,0,-0.656634,-0.470218,0.384854,-2.04684,-0.0828271,-0.74256,1.03162,-0.657387,-0.470291,0.384748,-2.04681,-0.0826393,-0.742668,1.03245,-1.68529,0.300957,0.999983,-0.950387,-0.974723,-0.985448,-0.991966,-0.986639,-0.991972,-0.974589,-0.984903,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.208,-0.660685,0.470271,-0.383712,-2.04781,0.0828798,0.744015,1.0325,-0.661411,0.470346,-0.383624,-2.04776,0.082689,0.744117,1.03333,2.82423e-05,-3.42216e-05,-1.2804e-06,1.22431e-06,2.65676e-07,1.27408e-06,3.63092e-07,1.06078e-06,2.56143e-07,9.20999e-07,2.00934e-07,0,0,0,0,0,0,0,0,0,0,0,-0.657321,-0.470303,0.384762,-2.04681,-0.0826526,-0.742659,1.03239,-0.658073,-0.470375,0.384656,-2.04678,-0.0824644,-0.742766,1.03321,-1.68529,0.300931,0.999983,-0.950387,-0.974725,-0.985426,-0.991956,-0.986632,-0.991969,-0.974609,-0.984916,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.209,-0.661369,0.470355,-0.383622,-2.04778,0.0827067,0.744112,1.03327,-0.662093,0.470429,-0.383534,-2.04773,0.0825154,0.744214,1.03409,2.82564e-05,-3.41468e-05,-1.27372e-06,1.22575e-06,2.65638e-07,1.27599e-06,3.6317e-07,1.06259e-06,2.56188e-07,9.22821e-07,2.00969e-07,0,0,0,0,0,0,0,0,0,0,0,-0.658008,-0.470387,0.38467,-2.04679,-0.0824777,-0.742757,1.03315,-0.658759,-0.470459,0.384564,-2.04676,-0.0822892,-0.742864,1.03398,-1.68529,0.300905,0.999983,-0.950387,-0.974728,-0.985403,-0.991946,-0.986626,-0.991967,-0.974628,-0.984928,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.21,-0.662051,0.470438,-0.383533,-2.04775,0.0825332,0.744209,1.03403,-0.662775,0.470512,-0.383446,-2.0477,0.0823415,0.744311,1.03486,2.82701e-05,-3.40719e-05,-1.26704e-06,1.22717e-06,2.65598e-07,1.27788e-06,3.63245e-07,1.06438e-06,2.56232e-07,9.24629e-07,2.01003e-07,0,0,0,0,0,0,0,0,0,0,0,-0.658694,-0.47047,0.384578,-2.04676,-0.0823026,-0.742855,1.03392,-0.659444,-0.470541,0.384473,-2.04673,-0.0821136,-0.742961,1.03474,-1.68529,0.300879,0.999984,-0.950388,-0.97473,-0.985381,-0.991936,-0.98662,-0.991964,-0.974648,-0.98494,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.211,-0.662732,0.470521,-0.383444,-2.04771,0.0823593,0.744306,1.0348,-0.663455,0.470593,-0.383357,-2.04767,0.0821672,0.744407,1.03562,2.82835e-05,-3.3997e-05,-1.26038e-06,1.22858e-06,2.65555e-07,1.27976e-06,3.63316e-07,1.06615e-06,2.56273e-07,9.26423e-07,2.01034e-07,0,0,0,0,0,0,0,0,0,0,0,-0.659379,-0.470553,0.384487,-2.04673,-0.0821271,-0.742953,1.03468,-0.660128,-0.470622,0.384383,-2.0467,-0.0819378,-0.743058,1.0355,-1.6853,0.300853,0.999984,-0.950389,-0.974733,-0.985359,-0.991926,-0.986614,-0.991963,-0.974667,-0.984951,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.212,-0.663413,0.470603,-0.383355,-2.04768,0.082185,0.744403,1.03556,-0.664135,0.470674,-0.383269,-2.04764,0.0819925,0.744503,1.03638,2.82966e-05,-3.39221e-05,-1.25373e-06,1.22997e-06,2.65511e-07,1.28162e-06,3.63384e-07,1.06792e-06,2.56311e-07,9.28204e-07,2.01064e-07,0,0,0,0,0,0,0,0,0,0,0,-0.660063,-0.470634,0.384396,-2.0467,-0.0819517,-0.74305,1.03544,-0.660811,-0.470703,0.384292,-2.04667,-0.081762,-0.743155,1.03626,-1.6853,0.300829,0.999984,-0.95039,-0.974736,-0.985337,-0.991915,-0.986609,-0.991961,-0.974687,-0.984963,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.213,-0.664093,0.470683,-0.383267,-2.04765,0.0820104,0.744499,1.03632,-0.664814,0.470754,-0.383181,-2.0476,0.0818174,0.744599,1.03714,2.83095e-05,-3.38471e-05,-1.24709e-06,1.23135e-06,2.65464e-07,1.28346e-06,3.63449e-07,1.06966e-06,2.56348e-07,9.29971e-07,2.01092e-07,0,0,0,0,0,0,0,0,0,0,0,-0.660746,-0.470715,0.384306,-2.04667,-0.0817763,-0.743146,1.0362,-0.661494,-0.470782,0.384202,-2.04664,-0.0815861,-0.743251,1.03702,-1.6853,0.300806,0.999984,-0.950392,-0.974739,-0.985316,-0.991905,-0.986604,-0.99196,-0.974707,-0.984975,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.214,-0.664772,0.470763,-0.383179,-2.04762,0.0818353,0.744594,1.03709,-0.665493,0.470833,-0.383094,-2.04757,0.081642,0.744694,1.0379,2.83221e-05,-3.37721e-05,-1.24047e-06,1.23271e-06,2.65415e-07,1.28528e-06,3.6351e-07,1.07139e-06,2.56382e-07,9.31724e-07,2.01118e-07,0,0,0,0,0,0,0,0,0,0,0,-0.661429,-0.470794,0.384216,-2.04664,-0.0816009,-0.743242,1.03696,-0.662175,-0.470861,0.384113,-2.04661,-0.0814103,-0.743347,1.03778,-1.68531,0.300786,0.999984,-0.950395,-0.974742,-0.985294,-0.991895,-0.986601,-0.991959,-0.974727,-0.984988,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.215,-0.665451,0.470842,-0.383092,-2.04758,0.08166,0.74469,1.03784,-0.66617,0.470911,-0.383007,-2.04754,0.0814662,0.744789,1.03866,2.83343e-05,-3.3697e-05,-1.23385e-06,1.23406e-06,2.65364e-07,1.28709e-06,3.63568e-07,1.07311e-06,2.56414e-07,9.33463e-07,2.01143e-07,0,0,0,0,0,0,0,0,0,0,0,-0.662111,-0.470873,0.384126,-2.04661,-0.0814253,-0.743338,1.03772,-0.662856,-0.470938,0.384024,-2.04658,-0.0812343,-0.743442,1.03854,-1.68531,0.300767,0.999984,-0.950399,-0.974745,-0.985274,-0.991886,-0.986598,-0.991959,-0.974748,-0.985,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.216,-0.666128,0.470921,-0.383005,-2.04755,0.0814842,0.744784,1.0386,-0.666847,0.470988,-0.38292,-2.0475,0.08129,0.744883,1.03942,2.83463e-05,-3.36219e-05,-1.22725e-06,1.23539e-06,2.65311e-07,1.28887e-06,3.63623e-07,1.07481e-06,2.56443e-07,9.35188e-07,2.01165e-07,0,0,0,0,0,0,0,0,0,0,0,-0.662791,-0.47095,0.384037,-2.04658,-0.0812496,-0.743434,1.03848,-0.663536,-0.471015,0.383935,-2.04655,-0.0810582,-0.743537,1.03929,-1.68532,0.30075,0.999985,-0.950404,-0.974749,-0.985253,-0.991876,-0.986596,-0.991959,-0.97477,-0.985012,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.217,-0.666805,0.470998,-0.382918,-2.04752,0.0813081,0.744879,1.03936,-0.667523,0.471065,-0.382834,-2.04747,0.0811134,0.744977,1.04017,2.8358e-05,-3.35467e-05,-1.22065e-06,1.2367e-06,2.65256e-07,1.29065e-06,3.63674e-07,1.07649e-06,2.56471e-07,9.369e-07,2.01186e-07,0,0,0,0,0,0,0,0,0,0,0,-0.663471,-0.471027,0.383949,-2.04655,-0.0810738,-0.743529,1.03923,-0.664215,-0.47109,0.383847,-2.04651,-0.080882,-0.743632,1.04005,-1.68532,0.300734,0.999985,-0.95041,-0.974753,-0.985233,-0.991866,-0.986595,-0.991959,-0.974791,-0.985025,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.218,-0.667481,0.471074,-0.382832,-2.04748,0.0811315,0.744973,1.04012,-0.668198,0.47114,-0.382748,-2.04743,0.0809365,0.745071,1.04093,2.83694e-05,-3.34715e-05,-1.21407e-06,1.238e-06,2.65198e-07,1.2924e-06,3.63722e-07,1.07817e-06,2.56496e-07,9.38598e-07,2.01206e-07,0,0,0,0,0,0,0,0,0,0,0,-0.66415,-0.471102,0.38386,-2.04652,-0.0808978,-0.743624,1.03999,-0.664893,-0.471165,0.383759,-2.04648,-0.0807055,-0.743726,1.0408,-1.68533,0.30072,0.999985,-0.950416,-0.974757,-0.985214,-0.991857,-0.986594,-0.991959,-0.974813,-0.985037,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.219,-0.668157,0.47115,-0.382746,-2.04744,0.0809546,0.745066,1.04087,-0.668872,0.471215,-0.382663,-2.04739,0.0807592,0.745164,1.04168,2.83805e-05,-3.33963e-05,-1.2075e-06,1.23929e-06,2.65139e-07,1.29414e-06,3.63767e-07,1.07982e-06,2.56519e-07,9.40281e-07,2.01223e-07,0,0,0,0,0,0,0,0,0,0,0,-0.664828,-0.471177,0.383772,-2.04648,-0.0807216,-0.743718,1.04074,-0.66557,-0.471239,0.383671,-2.04645,-0.0805289,-0.74382,1.04155,-1.68533,0.300707,0.999985,-0.950423,-0.974762,-0.985194,-0.991847,-0.986594,-0.99196,-0.974835,-0.98505,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.22,-0.668831,0.471225,-0.38266,-2.04741,0.0807774,0.74516,1.04163,-0.669546,0.471289,-0.382577,-2.04735,0.0805814,0.745257,1.04244,2.83913e-05,-3.3321e-05,-1.20095e-06,1.24055e-06,2.65077e-07,1.29585e-06,3.63808e-07,1.08146e-06,2.56539e-07,9.41951e-07,2.01239e-07,0,0,0,0,0,0,0,0,0,0,0,-0.665506,-0.47125,0.383685,-2.04645,-0.0805451,-0.743812,1.0415,-0.666247,-0.471311,0.383584,-2.04641,-0.080352,-0.743914,1.04231,-1.68534,0.300696,0.999985,-0.950431,-0.974767,-0.985175,-0.991838,-0.986595,-0.991961,-0.974858,-0.985062,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.221,-0.669505,0.471299,-0.382575,-2.04737,0.0805997,0.745252,1.04238,-0.670219,0.471362,-0.382493,-2.04732,0.0804033,0.745349,1.04319,2.84019e-05,-3.32457e-05,-1.1944e-06,1.24181e-06,2.65013e-07,1.29756e-06,3.63846e-07,1.08309e-06,2.56558e-07,9.43607e-07,2.01253e-07,0,0,0,0,0,0,0,0,0,0,0,-0.666182,-0.471323,0.383598,-2.04641,-0.0803684,-0.743905,1.04225,-0.666922,-0.471383,0.383498,-2.04638,-0.0801748,-0.744007,1.04306,-1.68535,0.300686,0.999985,-0.950439,-0.974772,-0.985157,-0.991828,-0.986596,-0.991963,-0.974881,-0.985075,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.222,-0.670178,0.471372,-0.382491,-2.04733,0.0804216,0.745345,1.04313,-0.670891,0.471434,-0.382408,-2.04728,0.0802249,0.745441,1.04394,2.84121e-05,-3.31704e-05,-1.18787e-06,1.24304e-06,2.64948e-07,1.29924e-06,3.63881e-07,1.0847e-06,2.56574e-07,9.45249e-07,2.01265e-07,0,0,0,0,0,0,0,0,0,0,0,-0.666858,-0.471395,0.383511,-2.04638,-0.0801914,-0.743998,1.043,-0.667597,-0.471454,0.383411,-2.04634,-0.0799974,-0.744099,1.04381,-1.68535,0.300678,0.999985,-0.950448,-0.974777,-0.985138,-0.991819,-0.986598,-0.991964,-0.974904,-0.985088,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.223,-0.67085,0.471444,-0.382406,-2.04729,0.0802432,0.745437,1.04388,-0.671562,0.471505,-0.382324,-2.04724,0.080046,0.745533,1.04468,2.84221e-05,-3.3095e-05,-1.18134e-06,1.24426e-06,2.6488e-07,1.30091e-06,3.63913e-07,1.08629e-06,2.56588e-07,9.46878e-07,2.01275e-07,0,0,0,0,0,0,0,0,0,0,0,-0.667532,-0.471466,0.383425,-2.04634,-0.080014,-0.744091,1.04375,-0.668271,-0.471524,0.383325,-2.0463,-0.0798196,-0.744192,1.04456,-1.68536,0.300671,0.999986,-0.950458,-0.974782,-0.98512,-0.99181,-0.9866,-0.991966,-0.974928,-0.985101,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.224,-0.671521,0.471515,-0.382322,-2.04725,0.0800644,0.745528,1.04463,-0.672232,0.471575,-0.382241,-2.0472,0.0798667,0.745624,1.04543,2.84317e-05,-3.30196e-05,-1.17483e-06,1.24547e-06,2.6481e-07,1.30255e-06,3.63941e-07,1.08787e-06,2.56599e-07,9.48492e-07,2.01284e-07,0,0,0,0,0,0,0,0,0,0,0,-0.668206,-0.471536,0.383339,-2.0463,-0.0798364,-0.744183,1.0445,-0.668944,-0.471593,0.38324,-2.04627,-0.0796416,-0.744283,1.0453,-1.68537,0.300666,0.999986,-0.950468,-0.974788,-0.985102,-0.991801,-0.986603,-0.991968,-0.974952,-0.985114,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.225,-0.672191,0.471586,-0.382238,-2.04721,0.0798852,0.745619,1.04538,-0.672902,0.471645,-0.382157,-2.04716,0.0796871,0.745714,1.04618,2.84411e-05,-3.29442e-05,-1.16834e-06,1.24666e-06,2.64737e-07,1.30419e-06,3.63966e-07,1.08944e-06,2.56609e-07,9.50093e-07,2.01291e-07,0,0,0,0,0,0,0,0,0,0,0,-0.668879,-0.471605,0.383253,-2.04627,-0.0796585,-0.744275,1.04525,-0.669616,-0.471661,0.383155,-2.04623,-0.0794632,-0.744375,1.04605,-1.68538,0.300661,0.999986,-0.950479,-0.974794,-0.985084,-0.991792,-0.986607,-0.991971,-0.974976,-0.985127,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.226,-0.672861,0.471655,-0.382155,-2.04717,0.0797056,0.74571,1.04612,-0.673571,0.471713,-0.382075,-2.04712,0.0795071,0.745805,1.04692,2.84502e-05,-3.28688e-05,-1.16185e-06,1.24783e-06,2.64663e-07,1.3058e-06,3.63987e-07,1.09099e-06,2.56616e-07,9.51679e-07,2.01296e-07,0,0,0,0,0,0,0,0,0,0,0,-0.669551,-0.471673,0.383168,-2.04623,-0.0794802,-0.744367,1.04599,-0.670287,-0.471728,0.38307,-2.04619,-0.0792844,-0.744466,1.0468,-1.68539,0.300658,0.999986,-0.950491,-0.9748,-0.985067,-0.991783,-0.986611,-0.991973,-0.975001,-0.985141,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.227,-0.67353,0.471724,-0.382072,-2.04713,0.0795256,0.745801,1.04687,-0.674239,0.471781,-0.381992,-2.04708,0.0793266,0.745895,1.04767,2.8459e-05,-3.27933e-05,-1.15538e-06,1.24899e-06,2.64587e-07,1.3074e-06,3.64006e-07,1.09252e-06,2.56621e-07,9.53252e-07,2.013e-07,0,0,0,0,0,0,0,0,0,0,0,-0.670223,-0.47174,0.383084,-2.04619,-0.0793015,-0.744458,1.04674,-0.670957,-0.471795,0.382986,-2.04615,-0.0791053,-0.744557,1.04754,-1.6854,0.300656,0.999986,-0.950503,-0.974806,-0.98505,-0.991774,-0.986615,-0.991976,-0.975026,-0.985154,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.228,-0.674198,0.471792,-0.38199,-2.04709,0.0793452,0.745891,1.04761,-0.674906,0.471848,-0.38191,-2.04703,0.0791458,0.745984,1.04841,2.84675e-05,-3.27178e-05,-1.14892e-06,1.25014e-06,2.64509e-07,1.30897e-06,3.64021e-07,1.09404e-06,2.56624e-07,9.54811e-07,2.01302e-07,0,0,0,0,0,0,0,0,0,0,0,-0.670893,-0.471807,0.383,-2.04615,-0.0791225,-0.744549,1.04748,-0.671627,-0.47186,0.382903,-2.04611,-0.0789259,-0.744647,1.04828,-1.68541,0.300655,0.999986,-0.950516,-0.974812,-0.985033,-0.991765,-0.98662,-0.991979,-0.975051,-0.985167,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.229,-0.674865,0.471859,-0.381908,-2.04705,0.0791644,0.74598,1.04835,-0.675572,0.471914,-0.381828,-2.04699,0.0789646,0.746073,1.04915,2.84757e-05,-3.26423e-05,-1.14247e-06,1.25127e-06,2.64428e-07,1.31054e-06,3.64033e-07,1.09555e-06,2.56624e-07,9.56356e-07,2.01302e-07,0,0,0,0,0,0,0,0,0,0,0,-0.671563,-0.471872,0.382916,-2.04611,-0.0789432,-0.744639,1.04823,-0.672295,-0.471925,0.382819,-2.04607,-0.0787461,-0.744737,1.04902,-1.68542,0.300656,0.999986,-0.950529,-0.974819,-0.985016,-0.991756,-0.986625,-0.991982,-0.975076,-0.985181,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.23,-0.675532,0.471925,-0.381826,-2.04701,0.0789832,0.746069,1.04909,-0.676238,0.471979,-0.381747,-2.04695,0.0787829,0.746162,1.04989,2.84837e-05,-3.25668e-05,-1.13603e-06,1.25238e-06,2.64346e-07,1.31208e-06,3.64041e-07,1.09704e-06,2.56622e-07,9.57887e-07,2.013e-07,0,0,0,0,0,0,0,0,0,0,0,-0.672231,-0.471937,0.382833,-2.04607,-0.0787634,-0.744729,1.04897,-0.672963,-0.471988,0.382736,-2.04603,-0.0785659,-0.744827,1.04977,-1.68543,0.300657,0.999987,-0.950543,-0.974826,-0.985,-0.991747,-0.986631,-0.991986,-0.975102,-0.985194,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
