Time,q_L_arm_0,q_L_arm_1,q_L_arm_2,q_L_arm_3,q_L_arm_4,q_L_arm_5,q_L_arm_6,q_L_arm_des_0,q_L_arm_des_1,q_L_arm_des_2,q_L_arm_des_3,q_L_arm_des_4,q_L_arm_des_5,q_L_arm_des_6,q_L_hand_0,q_L_hand_1,q_L_hand_2,q_L_hand_3,q_L_hand_4,q_L_hand_5,q_L_hand_6,q_L_hand_7,q_L_hand_8,q_L_hand_9,q_L_hand_10,q_L_hand_des_0,q_L_hand_des_1,q_L_hand_des_2,q_L_hand_des_3,q_L_hand_des_4,q_L_hand_des_5,q_L_hand_des_6,q_L_hand_des_7,q_L_hand_des_8,q_L_hand_des_9,q_L_hand_des_10,q_R_arm_0,q_R_arm_1,q_R_arm_2,q_R_arm_3,q_R_arm_4,q_R_arm_5,q_R_arm_6,q_R_arm_des_0,q_R_arm_des_1,q_R_arm_des_2,q_R_arm_des_3,q_R_arm_des_4,q_R_arm_des_5,q_R_arm_des_6,q_R_hand_0,q_R_hand_1,q_R_hand_2,q_R_hand_3,q_R_hand_4,q_R_hand_5,q_R_hand_6,q_R_hand_7,q_R_hand_8,q_R_hand_9,q_R_hand_10,q_R_hand_des_0,q_R_hand_des_1,q_R_hand_des_2,q_R_hand_des_3,q_R_hand_des_4,q_R_hand_des_5,q_R_hand_des_6,q_R_hand_des_7,q_R_hand_des_8,q_R_hand_des_9,q_R_hand_des_10
4.161,-0.627726,0.465358,-0.388359,-2.04842,0.0906313,0.738967,0.995015,-0.628491,0.465477,-0.388251,-2.04841,0.090458,0.739091,0.995906,2.72583e-05,-3.76566e-05,-1.60545e-06,1.13954e-06,2.6501e-07,1.16514e-06,3.55634e-07,9.59435e-07,2.51408e-07,8.20215e-07,1.97232e-07,0,0,0,0,0,0,0,0,0,0,0,-0.624226,-0.465419,0.389485,-2.04729,-0.0904626,-0.737577,0.994999,-0.625018,-0.465535,0.389359,-2.0473,-0.0902916,-0.737705,0.995889,-1.68489,0.30157,0.999973,-0.950192,-0.974548,-0.986491,-0.99252,-0.98691,-0.992109,-0.973411,-0.984231,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.162,-0.628444,0.465482,-0.388251,-2.04842,0.0904737,0.739084,0.995842,-0.629208,0.4656,-0.388144,-2.04841,0.0903001,0.739207,0.996731,2.72858e-05,-3.75857e-05,-1.59834e-06,1.14168e-06,2.65075e-07,1.16783e-06,3.55869e-07,9.61915e-07,2.51561e-07,8.22657e-07,1.97353e-07,0,0,0,0,0,0,0,0,0,0,0,-0.624946,-0.465541,0.389376,-2.0473,-0.0903054,-0.737694,0.995826,-0.625738,-0.465656,0.389251,-2.04731,-0.0901341,-0.737822,0.996714,-1.6849,0.301565,0.999973,-0.950199,-0.974552,-0.98646,-0.992502,-0.986914,-0.992111,-0.97344,-0.984247,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.163,-0.629162,0.465604,-0.388144,-2.04843,0.0903158,0.739201,0.996668,-0.629925,0.465722,-0.388037,-2.04841,0.0901419,0.739323,0.997556,2.7313e-05,-3.75146e-05,-1.59125e-06,1.14381e-06,2.65137e-07,1.17051e-06,3.56102e-07,9.64382e-07,2.51713e-07,8.25087e-07,1.97472e-07,0,0,0,0,0,0,0,0,0,0,0,-0.625666,-0.465663,0.389268,-2.0473,-0.090148,-0.737811,0.996651,-0.626457,-0.465777,0.389143,-2.04731,-0.0899763,-0.737938,0.997538,-1.68492,0.301561,0.999974,-0.950206,-0.974557,-0.986429,-0.992484,-0.986917,-0.992113,-0.973469,-0.984262,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.164,-0.629878,0.465726,-0.388037,-2.04843,0.0901577,0.739317,0.997493,-0.630641,0.465843,-0.38793,-2.04842,0.0899834,0.739438,0.998379,2.73399e-05,-3.74435e-05,-1.58415e-06,1.14592e-06,2.65197e-07,1.17318e-06,3.56331e-07,9.66836e-07,2.51862e-07,8.27504e-07,1.97589e-07,0,0,0,0,0,0,0,0,0,0,0,-0.626385,-0.465784,0.38916,-2.04731,-0.0899902,-0.737927,0.997475,-0.627175,-0.465897,0.389035,-2.04732,-0.0898182,-0.738054,0.998361,-1.68493,0.301556,0.999974,-0.950213,-0.974562,-0.986398,-0.992466,-0.98692,-0.992114,-0.973498,-0.984278,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.165,-0.630594,0.465848,-0.38793,-2.04843,0.0899992,0.739432,0.998316,-0.631356,0.465963,-0.387824,-2.04842,0.0898246,0.739554,0.999201,2.73665e-05,-3.73722e-05,-1.57707e-06,1.14802e-06,2.65255e-07,1.17583e-06,3.56556e-07,9.69275e-07,2.52009e-07,8.29909e-07,1.97705e-07,0,0,0,0,0,0,0,0,0,0,0,-0.627104,-0.465903,0.389052,-2.04731,-0.0898322,-0.738043,0.998298,-0.627893,-0.466016,0.388928,-2.04732,-0.0896599,-0.73817,0.999182,-1.68495,0.301552,0.999974,-0.95022,-0.974567,-0.986368,-0.992449,-0.986923,-0.992116,-0.973528,-0.984294,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.166,-0.631309,0.465968,-0.387824,-2.04843,0.0898404,0.739547,0.999138,-0.63207,0.466082,-0.387718,-2.04842,0.0896655,0.739668,1.00002,2.73929e-05,-3.73008e-05,-1.56999e-06,1.15011e-06,2.65311e-07,1.17846e-06,3.56779e-07,9.71702e-07,2.52153e-07,8.32302e-07,1.97818e-07,0,0,0,0,0,0,0,0,0,0,0,-0.627821,-0.466022,0.388945,-2.04732,-0.0896739,-0.738159,0.999119,-0.628609,-0.466134,0.388821,-2.04732,-0.0895012,-0.738285,1,-1.68496,0.301548,0.999974,-0.950228,-0.974572,-0.986339,-0.992432,-0.986925,-0.992117,-0.973557,-0.98431,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.167,-0.632024,0.466088,-0.387718,-2.04843,0.0896813,0.739662,0.999958,-0.632784,0.466201,-0.387613,-2.04842,0.0895061,0.739783,1.00084,2.74189e-05,-3.72293e-05,-1.56292e-06,1.15218e-06,2.65365e-07,1.18108e-06,3.56998e-07,9.74114e-07,2.52295e-07,8.34682e-07,1.9793e-07,0,0,0,0,0,0,0,0,0,0,0,-0.628538,-0.466141,0.388838,-2.04732,-0.0895152,-0.738275,0.99994,-0.629325,-0.466251,0.388715,-2.04732,-0.0893421,-0.7384,1.00082,-1.68497,0.301545,0.999975,-0.950235,-0.974577,-0.986311,-0.992415,-0.986926,-0.992118,-0.973587,-0.984326,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.168,-0.632738,0.466206,-0.387613,-2.04843,0.089522,0.739776,1.00078,-0.633497,0.466319,-0.387508,-2.04842,0.0893463,0.739896,1.00166,2.74447e-05,-3.71577e-05,-1.55586e-06,1.15424e-06,2.65416e-07,1.18368e-06,3.57214e-07,9.76513e-07,2.52435e-07,8.3705e-07,1.9804e-07,0,0,0,0,0,0,0,0,0,0,0,-0.629255,-0.466258,0.388732,-2.04732,-0.0893562,-0.73839,1.00076,-0.630041,-0.466368,0.388609,-2.04732,-0.0891828,-0.738515,1.00164,-1.68499,0.301542,0.999975,-0.950243,-0.974581,-0.986283,-0.9924,-0.986927,-0.992118,-0.973616,-0.984342,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.169,-0.633451,0.466324,-0.387508,-2.04843,0.0893623,0.73989,1.0016,-0.634209,0.466436,-0.387403,-2.04841,0.0891863,0.74001,1.00247,2.74702e-05,-3.7086e-05,-1.5488e-06,1.15628e-06,2.65465e-07,1.18626e-06,3.57426e-07,9.78898e-07,2.52573e-07,8.39404e-07,1.98148e-07,0,0,0,0,0,0,0,0,0,0,0,-0.62997,-0.466374,0.388625,-2.04732,-0.0891969,-0.738504,1.00158,-0.630756,-0.466483,0.388503,-2.04732,-0.0890231,-0.738629,1.00245,-1.685,0.30154,0.999975,-0.950251,-0.974586,-0.986257,-0.992384,-0.986927,-0.992118,-0.973646,-0.984358,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.17,-0.634163,0.466441,-0.387403,-2.04843,0.0892023,0.740004,1.00241,-0.634921,0.466552,-0.387299,-2.04841,0.0890259,0.740123,1.00329,2.74955e-05,-3.70142e-05,-1.54175e-06,1.15831e-06,2.65513e-07,1.18883e-06,3.57635e-07,9.8127e-07,2.52708e-07,8.41746e-07,1.98254e-07,0,0,0,0,0,0,0,0,0,0,0,-0.630685,-0.46649,0.388519,-2.04732,-0.0890372,-0.738618,1.00239,-0.63147,-0.466598,0.388397,-2.04732,-0.0888631,-0.738743,1.00327,-1.68502,0.301537,0.999975,-0.950259,-0.974591,-0.986232,-0.992369,-0.986927,-0.992118,-0.973676,-0.984375,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.171,-0.634875,0.466558,-0.387299,-2.04842,0.089042,0.740117,1.00323,-0.635632,0.466668,-0.387195,-2.04841,0.0888653,0.740236,1.0041,2.75204e-05,-3.69423e-05,-1.53471e-06,1.16033e-06,2.65557e-07,1.19138e-06,3.57841e-07,9.83627e-07,2.52841e-07,8.44076e-07,1.98358e-07,0,0,0,0,0,0,0,0,0,0,0,-0.631399,-0.466605,0.388414,-2.04732,-0.0888773,-0.738732,1.00321,-0.632183,-0.466712,0.388292,-2.04732,-0.0887028,-0.738856,1.00408,-1.68503,0.301535,0.999976,-0.950267,-0.974597,-0.986207,-0.992355,-0.986926,-0.992117,-0.973706,-0.984391,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.172,-0.635586,0.466673,-0.387195,-2.04842,0.0888814,0.740229,1.00404,-0.636342,0.466782,-0.387092,-2.0484,0.0887043,0.740348,1.00492,2.75451e-05,-3.68703e-05,-1.52768e-06,1.16233e-06,2.656e-07,1.19392e-06,3.58043e-07,9.85971e-07,2.52972e-07,8.46392e-07,1.98461e-07,0,0,0,0,0,0,0,0,0,0,0,-0.632112,-0.466719,0.388309,-2.04732,-0.088717,-0.738846,1.00402,-0.632895,-0.466825,0.388188,-2.04732,-0.0885422,-0.738969,1.00489,-1.68504,0.301534,0.999976,-0.950275,-0.974602,-0.986183,-0.992341,-0.986925,-0.992116,-0.973736,-0.984407,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.173,-0.636296,0.466788,-0.387091,-2.04842,0.0887204,0.740342,1.00485,-0.637051,0.466896,-0.386989,-2.0484,0.0885431,0.74046,1.00573,2.75695e-05,-3.67982e-05,-1.52065e-06,1.16431e-06,2.6564e-07,1.19644e-06,3.58243e-07,9.883e-07,2.531e-07,8.48696e-07,1.98562e-07,0,0,0,0,0,0,0,0,0,0,0,-0.632825,-0.466832,0.388204,-2.04732,-0.0885564,-0.738959,1.00483,-0.633607,-0.466937,0.388083,-2.04732,-0.0883812,-0.739082,1.00571,-1.68506,0.301533,0.999976,-0.950283,-0.974607,-0.98616,-0.992328,-0.986923,-0.992114,-0.973766,-0.984423,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.174,-0.637006,0.466902,-0.386988,-2.04841,0.0885592,0.740454,1.00567,-0.63776,0.467009,-0.386886,-2.04839,0.0883815,0.740571,1.00654,2.75936e-05,-3.6726e-05,-1.51363e-06,1.16628e-06,2.65679e-07,1.19894e-06,3.58438e-07,9.90616e-07,2.53226e-07,8.50987e-07,1.9866e-07,0,0,0,0,0,0,0,0,0,0,0,-0.633537,-0.466944,0.3881,-2.04732,-0.0883954,-0.739072,1.00564,-0.634318,-0.467049,0.387979,-2.04731,-0.0882199,-0.739194,1.00651,-1.68507,0.301532,0.999976,-0.950291,-0.974612,-0.986138,-0.992315,-0.986921,-0.992112,-0.973796,-0.98444,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.175,-0.637714,0.467015,-0.386885,-2.0484,0.0883977,0.740565,1.00648,-0.638468,0.467121,-0.386784,-2.04838,0.0882195,0.740682,1.00735,2.76174e-05,-3.66537e-05,-1.50662e-06,1.16824e-06,2.65715e-07,1.20143e-06,3.58631e-07,9.92918e-07,2.5335e-07,8.53265e-07,1.98757e-07,0,0,0,0,0,0,0,0,0,0,0,-0.634248,-0.467056,0.387996,-2.04731,-0.0882342,-0.739184,1.00645,-0.635028,-0.467159,0.387876,-2.04731,-0.0880583,-0.739306,1.00732,-1.68509,0.301531,0.999977,-0.9503,-0.974617,-0.986117,-0.992303,-0.986919,-0.99211,-0.973826,-0.984456,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.176,-0.638422,0.467127,-0.386783,-2.0484,0.0882358,0.740676,1.00729,-0.639175,0.467232,-0.386682,-2.04838,0.0880573,0.740793,1.00815,2.76409e-05,-3.65813e-05,-1.49962e-06,1.17018e-06,2.65749e-07,1.2039e-06,3.5882e-07,9.95206e-07,2.53472e-07,8.55531e-07,1.98853e-07,0,0,0,0,0,0,0,0,0,0,0,-0.634958,-0.467167,0.387892,-2.04731,-0.0880722,-0.739296,1.00726,-0.635738,-0.467269,0.387773,-2.0473,-0.087896,-0.739418,1.00813,-1.6851,0.301529,0.999977,-0.950307,-0.974622,-0.986096,-0.99229,-0.986915,-0.992108,-0.973856,-0.984472,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.177,-0.63913,0.467238,-0.386681,-2.04839,0.0880736,0.740787,1.00809,-0.639882,0.467342,-0.38658,-2.04837,0.0878948,0.740903,1.00896,2.76642e-05,-3.65088e-05,-1.49263e-06,1.1721e-06,2.6578e-07,1.20635e-06,3.59006e-07,9.97479e-07,2.53591e-07,8.57783e-07,1.98946e-07,0,0,0,0,0,0,0,0,0,0,0,-0.635668,-0.467277,0.387789,-2.0473,-0.0879096,-0.739407,1.00807,-0.636447,-0.467378,0.38767,-2.0473,-0.087733,-0.739529,1.00893,-1.68511,0.301525,0.999977,-0.950314,-0.974626,-0.986075,-0.992278,-0.98691,-0.992105,-0.973885,-0.984488,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.178,-0.639836,0.467348,-0.38658,-2.04838,0.0879111,0.740897,1.0089,-0.640587,0.467452,-0.386479,-2.04836,0.0877319,0.741013,1.00977,2.76872e-05,-3.64362e-05,-1.48564e-06,1.17401e-06,2.6581e-07,1.20879e-06,3.59188e-07,9.99739e-07,2.53708e-07,8.60022e-07,1.99038e-07,0,0,0,0,0,0,0,0,0,0,0,-0.636377,-0.467386,0.387686,-2.0473,-0.0877464,-0.739519,1.00887,-0.637155,-0.467487,0.387568,-2.04729,-0.0875694,-0.739639,1.00974,-1.68512,0.301519,0.999977,-0.95032,-0.974631,-0.986054,-0.992267,-0.986905,-0.992101,-0.973913,-0.984504,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.179,-0.640542,0.467458,-0.386478,-2.04837,0.0877483,0.741007,1.0097,-0.641292,0.467561,-0.386378,-2.04835,0.0875687,0.741122,1.01057,2.77099e-05,-3.63635e-05,-1.47867e-06,1.17591e-06,2.65837e-07,1.21121e-06,3.59367e-07,1.00198e-06,2.53823e-07,8.62248e-07,1.99127e-07,0,0,0,0,0,0,0,0,0,0,0,-0.637085,-0.467495,0.387584,-2.04729,-0.0875825,-0.739629,1.00968,-0.637863,-0.467595,0.387466,-2.04729,-0.0874052,-0.73975,1.01054,-1.68513,0.301512,0.999977,-0.950326,-0.974635,-0.986033,-0.992255,-0.986899,-0.992097,-0.973942,-0.98452,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.18,-0.641247,0.467567,-0.386378,-2.04836,0.0875851,0.741116,1.01051,-0.641997,0.467668,-0.386278,-2.04834,0.0874052,0.741231,1.01137,2.77323e-05,-3.62907e-05,-1.4717e-06,1.17779e-06,2.65862e-07,1.21362e-06,3.59543e-07,1.00422e-06,2.53935e-07,8.64461e-07,1.99215e-07,0,0,0,0,0,0,0,0,0,0,0,-0.637793,-0.467603,0.387482,-2.04728,-0.0874181,-0.739739,1.01048,-0.638569,-0.467702,0.387364,-2.04728,-0.0872405,-0.739859,1.01134,-1.68514,0.301503,0.999978,-0.950331,-0.974638,-0.986012,-0.992244,-0.986892,-0.992094,-0.973969,-0.984535,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.181,-0.641952,0.467675,-0.386277,-2.04835,0.0874216,0.741225,1.01131,-0.6427,0.467775,-0.386178,-2.04833,0.0872414,0.741339,1.01217,2.77544e-05,-3.62179e-05,-1.46474e-06,1.17966e-06,2.65885e-07,1.21601e-06,3.59715e-07,1.00643e-06,2.54045e-07,8.66661e-07,1.99301e-07,0,0,0,0,0,0,0,0,0,0,0,-0.6385,-0.467711,0.38738,-2.04728,-0.0872533,-0.739849,1.01128,-0.639275,-0.467808,0.387263,-2.04727,-0.0870752,-0.739968,1.01214,-1.68515,0.301494,0.999978,-0.950335,-0.974642,-0.985991,-0.992233,-0.986885,-0.99209,-0.973997,-0.984551,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.182,-0.642655,0.467782,-0.386177,-2.04834,0.0872579,0.741334,1.01211,-0.643403,0.467882,-0.386078,-2.04832,0.0870772,0.741448,1.01297,2.77762e-05,-3.61449e-05,-1.45779e-06,1.18151e-06,2.65906e-07,1.21838e-06,3.59884e-07,1.00863e-06,2.54153e-07,8.68848e-07,1.99385e-07,0,0,0,0,0,0,0,0,0,0,0,-0.639206,-0.467817,0.387279,-2.04727,-0.0870879,-0.739958,1.01208,-0.639981,-0.467914,0.387162,-2.04726,-0.0869095,-0.740077,1.01294,-1.68516,0.301482,0.999978,-0.950338,-0.974645,-0.985971,-0.992221,-0.986878,-0.992086,-0.974023,-0.984566,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.183,-0.643358,0.467888,-0.386078,-2.04833,0.0870937,0.741442,1.01291,-0.644105,0.467987,-0.385979,-2.0483,0.0869127,0.741555,1.01377,2.77977e-05,-3.60719e-05,-1.45085e-06,1.18335e-06,2.65924e-07,1.22073e-06,3.60049e-07,1.01082e-06,2.54258e-07,8.71022e-07,1.99468e-07,0,0,0,0,0,0,0,0,0,0,0,-0.639912,-0.467923,0.387178,-2.04726,-0.086922,-0.740067,1.01288,-0.640686,-0.468019,0.387061,-2.04725,-0.0867433,-0.740186,1.01373,-1.68517,0.30147,0.999978,-0.950341,-0.974648,-0.98595,-0.992211,-0.98687,-0.992081,-0.97405,-0.984581,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.184,-0.64406,0.467994,-0.385978,-2.04832,0.0869293,0.74155,1.01371,-0.644806,0.468091,-0.38588,-2.04829,0.0867479,0.741663,1.01457,2.7819e-05,-3.59987e-05,-1.44391e-06,1.18517e-06,2.65941e-07,1.22307e-06,3.60211e-07,1.013e-06,2.54361e-07,8.73182e-07,1.99548e-07,0,0,0,0,0,0,0,0,0,0,0,-0.640617,-0.468028,0.387077,-2.04725,-0.0867557,-0.740176,1.01367,-0.64139,-0.468123,0.386961,-2.04724,-0.0865766,-0.740294,1.01453,-1.68518,0.301457,0.999979,-0.950343,-0.974651,-0.98593,-0.9922,-0.986862,-0.992077,-0.974076,-0.984596,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.185,-0.644762,0.468098,-0.385879,-2.0483,0.0867645,0.741657,1.01451,-0.645507,0.468195,-0.385782,-2.04828,0.0865827,0.74177,1.01537,2.784e-05,-3.59255e-05,-1.43699e-06,1.18697e-06,2.65955e-07,1.22539e-06,3.6037e-07,1.01516e-06,2.54462e-07,8.75329e-07,1.99627e-07,0,0,0,0,0,0,0,0,0,0,0,-0.641321,-0.468132,0.386977,-2.04724,-0.0865889,-0.740284,1.01447,-0.642093,-0.468226,0.386861,-2.04723,-0.0864094,-0.740401,1.01532,-1.68519,0.301442,0.999979,-0.950345,-0.974654,-0.985909,-0.992189,-0.986854,-0.992073,-0.974101,-0.984611,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.186,-0.645462,0.468202,-0.385781,-2.04829,0.0865994,0.741764,1.0153,-0.646207,0.468298,-0.385684,-2.04826,0.0864172,0.741876,1.01616,2.78606e-05,-3.58522e-05,-1.43007e-06,1.18877e-06,2.65967e-07,1.22769e-06,3.60526e-07,1.0173e-06,2.5456e-07,8.77463e-07,1.99704e-07,0,0,0,0,0,0,0,0,0,0,0,-0.642025,-0.468236,0.386876,-2.04723,-0.0864215,-0.740391,1.01526,-0.642796,-0.468329,0.386761,-2.04722,-0.0862417,-0.740509,1.01612,-1.6852,0.301427,0.999979,-0.95035,-0.974658,-0.985889,-0.992178,-0.986845,-0.992068,-0.974126,-0.984625,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.187,-0.646162,0.468305,-0.385683,-2.04828,0.0864339,0.741871,1.0161,-0.646906,0.4684,-0.385586,-2.04825,0.0862514,0.741982,1.01695,2.7881e-05,-3.57788e-05,-1.42317e-06,1.19054e-06,2.65977e-07,1.22998e-06,3.60678e-07,1.01943e-06,2.54657e-07,8.79584e-07,1.99779e-07,0,0,0,0,0,0,0,0,0,0,0,-0.642727,-0.468339,0.386777,-2.04722,-0.0862537,-0.740499,1.01605,-0.643498,-0.468431,0.386662,-2.0472,-0.0860735,-0.740616,1.01691,-1.6852,0.30141,0.999979,-0.950354,-0.974662,-0.985868,-0.992168,-0.986836,-0.992063,-0.974151,-0.98464,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.188,-0.646861,0.468407,-0.385585,-2.04826,0.0862681,0.741977,1.01689,-0.647604,0.468501,-0.385489,-2.04823,0.0860852,0.742088,1.01775,2.79011e-05,-3.57054e-05,-1.41627e-06,1.1923e-06,2.65984e-07,1.23225e-06,3.60826e-07,1.02155e-06,2.5475e-07,8.81691e-07,1.99852e-07,0,0,0,0,0,0,0,0,0,0,0,-0.64343,-0.468441,0.386677,-2.0472,-0.0860855,-0.740606,1.01684,-0.644199,-0.468532,0.386563,-2.04719,-0.0859049,-0.740722,1.0177,-1.68521,0.301393,0.999979,-0.950357,-0.974666,-0.985847,-0.992157,-0.986827,-0.992059,-0.974175,-0.984654,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.189,-0.64756,0.468508,-0.385488,-2.04824,0.086102,0.742082,1.01769,-0.648302,0.468601,-0.385392,-2.04821,0.0859187,0.742193,1.01854,2.79209e-05,-3.56318e-05,-1.40938e-06,1.19405e-06,2.65989e-07,1.23451e-06,3.60972e-07,1.02365e-06,2.54842e-07,8.83785e-07,1.99923e-07,0,0,0,0,0,0,0,0,0,0,0,-0.644131,-0.468542,0.386578,-2.04719,-0.0859169,-0.740713,1.01763,-0.6449,-0.468632,0.386464,-2.04718,-0.085736,-0.740828,1.01848,-1.68521,0.301375,0.99998,-0.95036,-0.97467,-0.985827,-0.992147,-0.986817,-0.992054,-0.974199,-0.984668,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.19,-0.648258,0.468609,-0.385391,-2.04823,0.0859356,0.742188,1.01848,-0.648999,0.468701,-0.385295,-2.0482,0.0857519,0.742298,1.01933,2.79405e-05,-3.55582e-05,-1.4025e-06,1.19578e-06,2.65993e-07,1.23674e-06,3.61114e-07,1.02574e-06,2.54931e-07,8.85865e-07,1.99993e-07,0,0,0,0,0,0,0,0,0,0,0,-0.644832,-0.468642,0.386479,-2.04718,-0.0857479,-0.740819,1.01842,-0.6456,-0.468731,0.386366,-2.04716,-0.0855666,-0.740934,1.01927,-1.68522,0.301356,0.99998,-0.950363,-0.974673,-0.985806,-0.992137,-0.986807,-0.992049,-0.974223,-0.984682,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.191,-0.648954,0.468708,-0.385294,-2.04821,0.0857688,0.742293,1.01927,-0.649695,0.468799,-0.385199,-2.04818,0.0855847,0.742403,1.02012,2.79597e-05,-3.54845e-05,-1.39563e-06,1.19749e-06,2.65993e-07,1.23896e-06,3.61252e-07,1.02781e-06,2.55018e-07,8.87933e-07,2.00061e-07,0,0,0,0,0,0,0,0,0,0,0,-0.645532,-0.468741,0.386381,-2.04716,-0.0855786,-0.740925,1.01921,-0.646299,-0.46883,0.386268,-2.04715,-0.085397,-0.741039,1.02005,-1.68523,0.301337,0.99998,-0.950366,-0.974677,-0.985785,-0.992126,-0.986797,-0.992044,-0.974246,-0.984696,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.192,-0.649651,0.468807,-0.385198,-2.04819,0.0856016,0.742397,1.02005,-0.65039,0.468897,-0.385104,-2.04816,0.0854172,0.742507,1.0209,2.79786e-05,-3.54108e-05,-1.38877e-06,1.1992e-06,2.65992e-07,1.24117e-06,3.61387e-07,1.02987e-06,2.55103e-07,8.89986e-07,2.00126e-07,0,0,0,0,0,0,0,0,0,0,0,-0.646231,-0.46884,0.386283,-2.04715,-0.085409,-0.74103,1.01999,-0.646997,-0.468927,0.38617,-2.04713,-0.0852269,-0.741144,1.02084,-1.68523,0.301316,0.99998,-0.950368,-0.97468,-0.985764,-0.992116,-0.986787,-0.992039,-0.974269,-0.98471,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.193,-0.650346,0.468905,-0.385102,-2.04817,0.0854341,0.742501,1.02084,-0.651085,0.468994,-0.385008,-2.04814,0.0852493,0.74261,1.02169,2.79973e-05,-3.53369e-05,-1.38192e-06,1.20088e-06,2.65989e-07,1.24335e-06,3.61519e-07,1.03191e-06,2.55185e-07,8.92026e-07,2.00191e-07,0,0,0,0,0,0,0,0,0,0,0,-0.64693,-0.468938,0.386185,-2.04713,-0.085239,-0.741135,1.02078,-0.647695,-0.469024,0.386073,-2.04711,-0.0850566,-0.741249,1.02162,-1.68524,0.301295,0.99998,-0.950371,-0.974683,-0.985744,-0.992106,-0.986776,-0.992034,-0.974292,-0.984723,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.194,-0.651041,0.469002,-0.385007,-2.04815,0.0852663,0.742605,1.02163,-0.651778,0.46909,-0.384913,-2.04812,0.0850811,0.742714,1.02247,2.80157e-05,-3.5263e-05,-1.37508e-06,1.20255e-06,2.65983e-07,1.24552e-06,3.61648e-07,1.03394e-06,2.55265e-07,8.94053e-07,2.00253e-07,0,0,0,0,0,0,0,0,0,0,0,-0.647628,-0.469035,0.386088,-2.04711,-0.0850687,-0.741239,1.02156,-0.648392,-0.46912,0.385976,-2.0471,-0.0848859,-0.741353,1.0224,-1.68524,0.301274,0.999981,-0.950373,-0.974686,-0.985723,-0.992096,-0.986766,-0.992029,-0.974315,-0.984737,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
4.195,-0.651735,0.469098,-0.384912,-2.04813,0.0850982,0.742708,1.02241,-0.652471,0.469186,-0.384819,-2.0481,0.0849125,0.742817,1.02326,2.80337e-05,-3.51891e-05,-1.36825e-06,1.2042e-06,2.65975e-07,1.24767e-06,3.61773e-07,1.03595e-06,2.55343e-07,8.96066e-07,2.00313e-07,0,0,0,0,0,0,0,0,0,0,0,-0.648325,-0.469131,0.38599,-2.0471,-0.0848981,-0.741344,1.02234,-0.649089,-0.469215,0.385879,-2.04708,-0.0847149,-0.741457,1.02318,-1.68525,0.301252,0.999981,-0.950375,-0.97469,-0.985702,-0.992086,-0.986755,-0.992023,-0.974337,-0.98475,-1.7,0.35,1,-1,-1,-1,-1,-1,-1,-1,-1
